PWSName,Size,FacilityName,FacilityWaterType,Contaminant,MRL,Result,Result_value,State,Date
Sartell,L,Treatment Plant #2,GW,manganese,0.4,TRUE,2.04,MN,2018-11-26
Sartell,L,Southwest Treatment Plant,GW,manganese,0.4,TRUE,0.444,MN,2018-05-07
Sartell,L,Southwest Treatment Plant,GW,manganese,0.4,TRUE,0.413,MN,2018-11-26
Owatonna,L,Treatment Plant,GW,manganese,0.4,TRUE,22.7,MN,2019-06-19
Owatonna,L,Treatment Plant,GW,manganese,0.4,TRUE,23.8,MN,2019-12-16
Owatonna,L,Well #8 TP,GW,manganese,0.4,TRUE,23.4,MN,2019-06-19
Owatonna,L,Well #8 TP,GW,manganese,0.4,TRUE,25.5,MN,2019-12-16
Owatonna,L,Well #9 TP,GW,manganese,0.4,TRUE,27,MN,2019-06-19
Owatonna,L,Well #9 TP,GW,manganese,0.4,TRUE,31.3,MN,2019-12-16
Lake City,S,Well #3 Entry Point,GW,manganese,0.4,TRUE,0.55,MN,2018-10-10
Lake City,S,Well #4 Entry Point,GW,manganese,0.4,TRUE,2.3,MN,2018-04-05
Lake City,S,Well #4 Entry Point,GW,manganese,0.4,TRUE,1.9,MN,2018-10-10
Cottage Grove,L,Combined Discharge,GW,manganese,0.4,TRUE,24.6,MN,2020-02-26
Cottage Grove,L,Combined Discharge,GW,manganese,0.4,TRUE,47.2,MN,2020-08-13
Cottage Grove,L,Well #1 TP,GW,manganese,0.4,TRUE,23.8,MN,2020-02-26
Cottage Grove,L,Well #1 TP,GW,manganese,0.4,TRUE,19.1,MN,2020-08-13
Cottage Grove,L,Well #11 TP,GW,manganese,0.4,TRUE,58.5,MN,2020-02-26
Cottage Grove,L,Well #11 TP,GW,manganese,0.4,TRUE,58.8,MN,2020-08-13
Forest Lake,L,Treatment Plant #2,GW,manganese,0.4,TRUE,10.6,MN,2019-12-18
Forest Lake,L,Treatment Plant #2,GW,manganese,0.4,TRUE,1.26,MN,2020-06-16
Forest Lake,L,New Treatment Plant #3,GW,manganese,0.4,TRUE,3.92,MN,2020-06-16
Hugo,L,Well #2 TP,GW,manganese,0.4,TRUE,167,MN,2020-02-24
Hugo,L,Well #2 TP,GW,manganese,0.4,TRUE,169,MN,2020-08-18
Hugo,L,Well #4 TP,GW,manganese,0.4,TRUE,43.2,MN,2020-02-24
Hugo,L,Well #4 TP,GW,manganese,0.4,TRUE,50.8,MN,2020-08-18
Hugo,L,Well #5 TP,GW,manganese,0.4,TRUE,49.2,MN,2020-02-24
Hugo,L,Well #5 TP,GW,manganese,0.4,TRUE,55.3,MN,2020-08-18
Oakdale,L,Well #2 TP,GW,manganese,0.4,TRUE,1.1,MN,2019-10-21
Oakdale,L,Well #2 TP,GW,manganese,0.4,TRUE,0.949,MN,2020-05-19
Oakdale,L,Well #3 TP,GW,manganese,0.4,TRUE,56.2,MN,2019-10-21
Oakdale,L,Well #3 TP,GW,manganese,0.4,TRUE,72.6,MN,2020-05-19
Oakdale,L,Treatment Plant #1,GW,manganese,0.4,TRUE,0.712,MN,2019-10-21
Oakdale,L,Well #10 TP,GW,manganese,0.4,TRUE,9.07,MN,2019-10-21
Oakdale,L,Well #10 TP,GW,manganese,0.4,TRUE,11.4,MN,2020-05-19
Stillwater,L,Well #6 TP,GW,manganese,0.4,TRUE,28.9,MN,2019-11-26
Stillwater,L,Well #6 TP,GW,manganese,0.4,TRUE,1.73,MN,2020-05-21
Woodbury,L,Well #11 TP,GW,manganese,0.4,TRUE,0.622,MN,2019-03-14
Woodbury,L,Well #12 TP,GW,manganese,0.4,TRUE,17.2,MN,2019-03-14
Woodbury,L,Well #12 TP,GW,manganese,0.4,TRUE,18.9,MN,2019-11-14
Woodbury,L,Well #14 TP,GW,manganese,0.4,TRUE,40.3,MN,2019-03-14
Woodbury,L,Well #14 TP,GW,manganese,0.4,TRUE,23.5,MN,2019-09-10
Woodbury,L,Well #16 TP,GW,manganese,0.4,TRUE,19.4,MN,2019-03-14
Woodbury,L,Well #16 TP,GW,manganese,0.4,TRUE,7.85,MN,2019-09-10
Woodbury,L,Well #17 TP,GW,manganese,0.4,TRUE,42.3,MN,2019-03-14
Woodbury,L,Well #17 TP,GW,manganese,0.4,TRUE,23.2,MN,2019-09-10
Winona,L,Westfield Plant,GW,manganese,0.4,TRUE,1.16,MN,2018-08-14
Winona,L,Westfield Plant,GW,manganese,0.4,TRUE,0.931,MN,2019-02-14
Buffalo,L,Treatment Plant #1,GW,manganese,0.4,TRUE,17.1,MN,2019-06-18
Buffalo,L,Treatment Plant #1,GW,manganese,0.4,TRUE,16.3,MN,2019-12-10
Monticello,L,High Service #1,GW,manganese,0.4,TRUE,861,MN,2019-07-24
Monticello,L,High Service #1,GW,manganese,0.4,TRUE,872,MN,2020-01-08
Monticello,L,Well #5 TP,GW,manganese,0.4,TRUE,370,MN,2019-07-24
Monticello,L,Well #5 TP,GW,manganese,0.4,TRUE,436,MN,2020-01-08
Room For Growing,S,Softener,GW,manganese,0.4,TRUE,1.939,MN,2019-09-03
Belton,L,Connection from Kansas City,SW,manganese,0.4,TRUE,0.5,MO,2019-03-25
Blue Springs,L,Connection from Independence,GW,manganese,0.4,TRUE,0.4,MO,2019-09-24
Blue Springs,L,Connection from Tricounty Water Auth.,GW,manganese,0.4,TRUE,4.5,MO,2019-03-11
Blue Springs,L,Connection from Tricounty Water Auth.,GW,manganese,0.4,TRUE,2,MO,2019-09-24
Excelsior Springs,L,Treatment¿Plant,GW,manganese,0.4,TRUE,4.9,MO,2019-03-11
Gladstone,L,Treatment¿Plant,GW,manganese,0.4,TRUE,3.9,MO,2019-03-11
Gladstone,L,Treatment¿Plant,GW,manganese,0.4,TRUE,3,MO,2019-09-18
Grain Valley,L,Connection from Tricounty Water Auth.,GW,manganese,0.4,TRUE,0.93,MO,2019-03-14
Grain Valley,L,Connection from Tricounty Water Auth.,GW,manganese,0.4,TRUE,1.6,MO,2019-09-19
Independence,L,Treatment¿Plant,GW,manganese,0.4,TRUE,0.81,MO,2019-03-11
Kansas City,L,Treatment¿Plant,SW,manganese,0.4,TRUE,0.7,MO,2019-06-12
Lees Summit,L,Connection from Independence,GW,manganese,0.4,TRUE,0.49,MO,2019-03-11
Lees Summit,L,Connection from Independence,GW,manganese,0.4,TRUE,0.98,MO,2019-10-17
Lees Summit,L,Connection from Kansas City,SW,manganese,0.4,TRUE,1.1,MO,2019-03-11
Liberty,L,Treatment¿Plant,GW,manganese,0.4,TRUE,3.6,MO,2019-03-08
Liberty,L,Treatment¿Plant,GW,manganese,0.4,TRUE,10.5,MO,2019-09-25
Maryville,L,Treatment¿Plant,SW,manganese,0.4,TRUE,0.76,MO,2019-01-07
Maryville,L,Treatment¿Plant,SW,manganese,0.4,TRUE,0.96,MO,2019-04-30
Maryville,L,Treatment¿Plant,SW,manganese,0.4,TRUE,2.4,MO,2019-07-09
Maryville,L,Treatment¿Plant,SW,manganese,0.4,TRUE,14.2,MO,2019-10-22
Raymore,L,Connection from Kansas City,SW,manganese,0.4,TRUE,1.4,MO,2019-12-20
MO American Water Co. - St. Joseph,L,St. Joseph Grid Treatment¿Plant,GW,manganese,0.4,TRUE,4,MO,2019-08-14
MO American Water Co. - St. Joseph,L,St. Joseph Grid Treatment¿Plant,GW,manganese,0.4,TRUE,9,MO,2020-02-10
MO American Water Co. - Warrensburg,L,Treatment¿Plant,GW,manganese,0.4,TRUE,2.5,MO,2019-10-09
MO American Water Co. - Warrensburg,L,Treatment¿Plant,GW,manganese,0.4,TRUE,2.2,MO,2020-04-07
Andrew Co. PWSD #1,S,Connection,GW,manganese,0.4,TRUE,2.2,MO,2018-03-06
Andrew Co. PWSD #1,S,Connection,GW,manganese,0.4,TRUE,0.76,MO,2018-09-04
Clinton Co. PWSD #4 Sys. #2,S,Connection,SW,manganese,0.4,TRUE,2.4,MO,2019-02-25
Clinton Co. PWSD #4 Sys. #2,S,Connection,SW,manganese,0.4,TRUE,2.7,MO,2019-05-22
Clinton Co. PWSD #4 Sys. #2,S,Connection,SW,manganese,0.4,TRUE,2.2,MO,2019-08-13
Clinton Co. PWSD #4 Sys. #2,S,Connection,SW,manganese,0.4,TRUE,2.3,MO,2019-11-20
Jackson County PWSD #1,L,Connection from Tricounty Water Auth.,GW,manganese,0.4,TRUE,3.9,MO,2019-03-11
Jackson County PWSD #1,L,Connection from Tricounty Water Auth.,GW,manganese,0.4,TRUE,2.1,MO,2019-09-16
Johnson Co. PWSD #2,L,Treatment¿Plant,GW,manganese,0.4,TRUE,2,MO,2019-03-12
Johnson Co. PWSD #2,L,Treatment¿Plant,GW,manganese,0.4,TRUE,2.2,MO,2019-09-18
Laf/Jo/Saline Co. Cons. PWSD #2,S,Connection (Marshall),GW,manganese,0.4,TRUE,1.3,MO,2019-04-02
Laf/Jo/Saline Co. Cons. PWSD #2,S,Connection (Marshall),GW,manganese,0.4,TRUE,18,MO,2019-10-07
Laf/Jo/Saline Co. Cons. PWSD #2,S,Connection (N Concordia),SW,manganese,0.4,TRUE,0.94,MO,2019-04-03
Laf/Jo/Saline Co. Cons. PWSD #2,S,Connection (N Concordia),SW,manganese,0.4,TRUE,0.63,MO,2019-07-08
Laf/Jo/Saline Co. Cons. PWSD #2,S,Connection (N Concordia),SW,manganese,0.4,TRUE,0.66,MO,2019-10-07
Laf/Jo/Saline Co. Cons. PWSD #2,S,Connection (N Concordia),SW,manganese,0.4,TRUE,0.6,MO,2020-01-07
Laf/Jo/Saline Co. Cons. PWSD #2,S,Connection (I-70 BPS),SW,manganese,0.4,TRUE,0.49,MO,2019-04-03
Laf/Jo/Saline Co. Cons. PWSD #2,S,Connection (I-70 BPS),SW,manganese,0.4,TRUE,1.1,MO,2019-07-08
Laf/Jo/Saline Co. Cons. PWSD #2,S,Connection (I-70 BPS),SW,manganese,0.4,TRUE,0.67,MO,2020-01-07
Hannibal,L,Treatment¿Plant,SW,manganese,0.4,TRUE,0.57,MO,2019-03-19
Kirksville,L,Treatment¿Plant,SW,manganese,0.4,TRUE,1.3,MO,2019-03-06
Kirksville,L,Treatment¿Plant,SW,manganese,0.4,TRUE,1.1,MO,2019-09-18
Marshall,L,Treatment¿Plant,GW,manganese,0.4,TRUE,1.2,MO,2019-04-17
Marshall,L,Treatment¿Plant,GW,manganese,0.4,TRUE,1.8,MO,2019-10-17
Moberly,L,Treatment¿Plant,SW,manganese,0.4,TRUE,0.54,MO,2019-03-13
Moberly,L,Treatment¿Plant,SW,manganese,0.4,TRUE,0.51,MO,2019-06-13
Adair Co. PWSD #1,S,Connection (Kirksville),SW,manganese,0.4,TRUE,1.4,MO,2019-03-05
Adair Co. PWSD #1,S,Connection (Kirksville),SW,manganese,0.4,TRUE,1.5,MO,2019-06-04
Adair Co. PWSD #1,S,Connection (Kirksville),SW,manganese,0.4,TRUE,1,MO,2019-09-04
Adair Co. PWSD #1,S,Connection (Kirksville),SW,manganese,0.4,TRUE,0.413,MO,2019-12-03
Adair Co. PWSD #1,S,Connection (Schuyler Co.),SW,manganese,0.4,TRUE,2.7,MO,2019-03-05
Adair Co. PWSD #1,S,Connection (Schuyler Co.),SW,manganese,0.4,TRUE,0.84,MO,2019-06-04
Adair Co. PWSD #1,S,Connection (Schuyler Co.),SW,manganese,0.4,TRUE,4.3,MO,2019-09-04
Adair Co. PWSD #1,S,Connection (Schuyler Co.),SW,manganese,0.4,TRUE,4.541,MO,2019-12-03
Macon Co. PWSD #1,L,Connection from Adair,SW,manganese,0.4,TRUE,1.3,MO,2019-03-18
Macon Co. PWSD #1,L,Connection from Adair,SW,manganese,0.4,TRUE,1,MO,2019-06-18
Macon Co. PWSD #1,L,Connection from Adair,SW,manganese,0.4,TRUE,0.79,MO,2019-09-23
Macon Co. PWSD #1,L,Connection from Adair,SW,manganese,0.4,TRUE,0.56,MO,2020-01-21
Macon Co. PWSD #1,L,Connection from Macon,SW,manganese,0.4,TRUE,0.46,MO,2019-03-18
Macon Co. PWSD #1,L,Connection from Macon,SW,manganese,0.4,TRUE,1.3,MO,2019-06-18
Macon Co. PWSD #1,L,Connection from Macon,SW,manganese,0.4,TRUE,0.79,MO,2019-09-23
Macon Co. PWSD #1,L,Connection from CCWWC,SW,manganese,0.4,TRUE,0.81,MO,2019-03-18
Macon Co. PWSD #1,L,Connection from CCWWC,SW,manganese,0.4,TRUE,0.98,MO,2019-09-23
Macon Co. PWSD #1,L,Connection from CCWWC,SW,manganese,0.4,TRUE,0.52,MO,2019-12-19
Pike Co. PWSD #1,S,Connection CCWWC,SW,manganese,0.4,TRUE,0.64,MO,2019-03-11
Pike Co. PWSD #1,S,Connection CCWWC,SW,manganese,0.4,TRUE,0.83,MO,2019-06-03
Pike Co. PWSD #1,S,Connection CCWWC,SW,manganese,0.4,TRUE,0.7,MO,2019-09-09
Pike Co. PWSD #1,S,Connection CCWWC,SW,manganese,0.4,TRUE,0.724,MO,2019-12-09
Pike Co. PWSD #1,S,Connection,SW,manganese,0.4,TRUE,2.2,MO,2019-03-11
Pike Co. PWSD #1,S,Connection,SW,manganese,0.4,TRUE,0.85,MO,2019-06-03
Pike Co. PWSD #1,S,Connection,SW,manganese,0.4,TRUE,2,MO,2019-09-09
Pike Co. PWSD #1,S,Connection,SW,manganese,0.4,TRUE,0.649,MO,2019-12-09
Putnam Co. PWSD #1,S,Connection to Rathburn,SW,manganese,0.4,TRUE,4.1,MO,2019-02-04
Putnam Co. PWSD #1,S,Connection to Rathburn,SW,manganese,0.4,TRUE,3.3,MO,2019-04-15
Putnam Co. PWSD #1,S,Connection to Rathburn,SW,manganese,0.4,TRUE,8.7,MO,2019-07-15
Putnam Co. PWSD #1,S,Connection to Rathburn,SW,manganese,0.4,TRUE,3.9,MO,2019-10-14
Putnam Co. PWSD #1,S,Connection to Unionville,SW,manganese,0.4,TRUE,0.66,MO,2019-02-04
Putnam Co. PWSD #1,S,Connection to Unionville,SW,manganese,0.4,TRUE,0.76,MO,2019-04-15
Putnam Co. PWSD #1,S,Connection to Unionville,SW,manganese,0.4,TRUE,1.4,MO,2019-07-15
Putnam Co. PWSD #1,S,Connection to Unionville,SW,manganese,0.4,TRUE,0.97,MO,2019-10-14
California,S,Well #5 Treatment,GW,manganese,0.4,TRUE,1.6,MO,2020-03-02
California,S,Well #5 Treatment,GW,manganese,0.4,TRUE,2,MO,2020-09-08
California,S,Well #6 Treatment,GW,manganese,0.4,TRUE,2.2,MO,2020-03-02
California,S,Well #6 Treatment,GW,manganese,0.4,TRUE,1.7,MO,2020-09-08
California,S,Well #7 Treatment,GW,manganese,0.4,TRUE,5.3,MO,2020-03-02
California,S,Well #7 Treatment,GW,manganese,0.4,TRUE,6.9,MO,2020-09-08
California,S,Well #8 Treatment,GW,manganese,0.4,TRUE,5.1,MO,2020-03-02
California,S,Well #8 Treatment,GW,manganese,0.4,TRUE,1.9,MO,2020-09-08
California,S,Well #9 Treatment,GW,manganese,0.4,TRUE,2.2,MO,2020-03-02
California,S,Well #9 Treatment,GW,manganese,0.4,TRUE,2.5,MO,2020-09-08
Columbia,L,Treatment¿Plant,GW,manganese,0.4,TRUE,11.6,MO,2019-06-17
Columbia,L,Treatment¿Plant,GW,manganese,0.4,TRUE,4.9,MO,2020-01-08
Fulton,L,Well¿#¿6 (Dogwood Dr.)¿Treated,GW,manganese,0.4,TRUE,1.9,MO,2019-02-04
Rolla,L,Treatment¿Plant,GW,manganese,0.4,TRUE,0.85,MO,2019-01-14
Rolla,L,Treatment¿Plant,GW,manganese,0.4,TRUE,0.8,MO,2019-07-23
St. Robert,S,Well 2,GW,manganese,0.4,TRUE,2.479,MO,2018-02-07
St. Robert,S,Well 2,GW,manganese,0.4,TRUE,0.809,MO,2018-08-15
St. Robert,S,Well 3,GW,manganese,0.4,TRUE,2.652,MO,2018-02-07
St. Robert,S,Well 3,GW,manganese,0.4,TRUE,2.107,MO,2018-08-15
St. Robert,S,Well 4,GW,manganese,0.4,TRUE,2.705,MO,2018-08-15
St. Robert,S,Well 5,GW,manganese,0.4,TRUE,1.491,MO,2018-02-07
St. Robert,S,Well 5,GW,manganese,0.4,TRUE,1.866,MO,2018-08-15
Sedalia,L,Well 15,GW,manganese,0.4,TRUE,3.3,MO,2019-03-18
Sedalia,L,Well 15,GW,manganese,0.4,TRUE,2.8,MO,2019-09-30
Sedalia,L,Well 17,GW,manganese,0.4,TRUE,3.3,MO,2019-03-18
Sedalia,L,Well 17,GW,manganese,0.4,TRUE,5.6,MO,2019-09-30
Sedalia,L,Well 14,GW,manganese,0.4,TRUE,17.4,MO,2019-03-18
Sedalia,L,Well 14,GW,manganese,0.4,TRUE,6,MO,2019-09-30
Sedalia,L,Well # 16 - Treated,GW,manganese,0.4,TRUE,7,MO,2019-03-18
Sedalia,L,Well # 16 - Treated,GW,manganese,0.4,TRUE,6.2,MO,2019-09-30
Sedalia,L,Sedalia Treatment Plant,GW,manganese,0.4,TRUE,6.5,MO,2019-03-18
Sedalia,L,Sedalia Treatment Plant,GW,manganese,0.4,TRUE,3.9,MO,2019-09-30
Boone Co. Cons. PWSD #1,L,Route¿E¿Well¿Treated,GW,manganese,0.4,TRUE,2.5,MO,2019-04-16
Boone Co. Cons. PWSD #1,L,Route¿E¿Well¿Treated,GW,manganese,0.4,TRUE,2.7,MO,2019-10-22
Boone Co. PWSD #9,L,Murry¿Well Treated,GW,manganese,0.4,TRUE,2.2,MO,2019-05-13
Boone Co. PWSD #9,L,Murry¿Well Treated,GW,manganese,0.4,TRUE,2.1,MO,2019-12-02
Callaway #2 Water District,L,Well¿#11¿Treated,GW,manganese,0.4,TRUE,1.7,MO,2019-01-07
Callaway #2 Water District,L,Well¿#11¿Treated,GW,manganese,0.4,TRUE,2.8,MO,2019-07-22
Cole Co. PWSD #1,L,Scrugs Station¿Treatment Plant,GW,manganese,0.4,TRUE,5.3,MO,2019-01-21
Cole Co. PWSD #1,L,Scrugs Station¿Treatment Plant,GW,manganese,0.4,TRUE,5.8,MO,2019-07-09
Cole Co. PWSD #2,L,Well¿#3¿(Christy) TP,GW,manganese,0.4,TRUE,4,MO,2019-01-28
Cole Co. PWSD #2,L,Well¿#3¿(Christy) TP,GW,manganese,0.4,TRUE,3.89,MO,2019-08-20
Osage Co. PWSD #2 North,S,Well 1,GW,manganese,0.4,TRUE,5.727,MO,2019-06-17
Osage Co. PWSD #2 North,S,Well 1,GW,manganese,0.4,TRUE,5.058,MO,2019-12-09
Osage Co. PWSD #2 North,S,Well 3,GW,manganese,0.4,TRUE,1.297,MO,2019-06-17
Osage Co. PWSD #2 North,S,Well 3,GW,manganese,0.4,TRUE,1.151,MO,2019-12-09
University of Missouri - Columbia,L,East¿Well Treated,GW,manganese,0.4,TRUE,1.6,MO,2019-04-09
University of Missouri - Columbia,L,East¿Well Treated,GW,manganese,0.4,TRUE,1.3,MO,2019-10-21
Cape Girardeau,L,Cape Rock Plant,GW,manganese,0.4,TRUE,0.43,MO,2019-07-16
Jackson,L,Well¿#6¿Treated,GW,manganese,0.4,TRUE,0.84,MO,2019-02-20
Jackson,L,Well¿#6¿Treated,GW,manganese,0.4,TRUE,0.514,MO,2019-08-20
Jackson,L,Treatment¿Plant,GW,manganese,0.4,TRUE,1,MO,2019-02-19
Jackson,L,Treatment¿Plant,GW,manganese,0.4,TRUE,0.904,MO,2019-08-21
Kennett,L,Treatment¿Plant,GW,manganese,0.4,TRUE,12.3,MO,2019-04-30
Kennett,L,Treatment¿Plant,GW,manganese,0.4,TRUE,14.1,MO,2019-10-21
Poplar Bluff,L,Treatment¿Plant,SW,manganese,0.4,TRUE,1.2,MO,2019-11-18
Sikeston,L,Northwest Clearwell,GW,manganese,0.4,TRUE,2.2,MO,2019-04-15
Sikeston,L,Northwest Clearwell,GW,manganese,0.4,TRUE,1.5,MO,2019-10-14
Sikeston,L,Center¿St.¿Clearwell,GW,manganese,0.4,TRUE,1.5,MO,2019-04-15
Sikeston,L,Center¿St.¿Clearwell,GW,manganese,0.4,TRUE,2.9,MO,2019-10-14
Desloge,S,EntryPoint1,GW,manganese,0.4,TRUE,3.9,MO,2020-01-14
Desloge,S,EntryPoint1,GW,manganese,0.4,TRUE,5.6,MO,2020-07-15
New Madrid Co. PWSD #2,S,Connection,GW,manganese,0.4,TRUE,0.52,MO,2019-04-03
New Madrid Co. PWSD #2,S,Connection,GW,manganese,0.4,TRUE,1.2,MO,2019-10-07
Billings,S,Well 2,GW,manganese,0.4,TRUE,0.49,MO,2020-06-16
Billings,S,Well 3,GW,manganese,0.4,TRUE,0.81,MO,2020-06-16
Bolivar,L,Well¿#3¿Treated,GW,manganese,0.4,TRUE,1.3,MO,2019-02-04
Bolivar,L,Well¿#3¿Treated,GW,manganese,0.4,TRUE,1.93,MO,2019-08-20
Branson,L,Well¿#9¿Treated,GW,manganese,0.4,TRUE,0.58,MO,2019-03-18
Branson,L,Well¿#9¿Treated,GW,manganese,0.4,TRUE,0.45,MO,2019-09-30
Branson,L,Cliff¿Dr.¿WTP,SW,2-propen-1-ol,0.5,TRUE,1.5,MO,2019-03-18
Branson,L,Cliff¿Dr.¿WTP,SW,manganese,0.4,TRUE,0.77,MO,2019-09-30
Carthage,L,Well¿#17¿Treated,GW,manganese,0.4,TRUE,6.8,MO,2019-06-18
Carthage,L,Well¿#17¿Treated,GW,manganese,0.4,TRUE,2.3,MO,2019-12-18
MO American Water Co. - Joplin,L,Well 10 Treated,GW,manganese,0.4,TRUE,0.7,MO,2019-02-11
MO American Water Co. - Joplin,L,Well 10 Treated,GW,manganese,0.4,TRUE,0.67,MO,2019-08-05
MO American Water Co. - Joplin,L,Blendville¿Plant,SW,manganese,0.4,TRUE,0.81,MO,2019-02-11
MO American Water Co. - Joplin,L,Blendville¿Plant,SW,manganese,0.4,TRUE,4.7,MO,2019-05-06
MO American Water Co. - Joplin,L,Blendville¿Plant,SW,manganese,0.4,TRUE,0.43,MO,2019-08-05
MO American Water Co. - Joplin,L,Blendville¿Plant,SW,manganese,0.4,TRUE,0.56,MO,2019-11-06
Lebanon,L,Utah TP,GW,manganese,0.4,TRUE,1,MO,2019-01-28
Lebanon,L,Utah TP,GW,manganese,0.4,TRUE,43.1,MO,2019-07-16
Lebanon,L,Well¿#8¿Treated,GW,manganese,0.4,TRUE,6.8,MO,2019-01-28
Lebanon,L,Well¿#8¿Treated,GW,manganese,0.4,TRUE,1.4,MO,2019-07-16
Neosho,L,Wheeler¿St. TP,GW,manganese,0.4,TRUE,1.8,MO,2019-02-25
Neosho,L,Wheeler¿St. TP,GW,manganese,0.4,TRUE,1.4,MO,2019-08-20
Nixa,L,Well¿#7¿Treated,GW,manganese,0.4,TRUE,1.7,MO,2019-04-09
Nixa,L,Well¿#7¿Treated,GW,manganese,0.4,TRUE,1.7,MO,2019-10-22
Ozark,L,Well¿#12¿Treated,GW,manganese,0.4,TRUE,0.65,MO,2019-03-18
Ozark,L,Well¿#12¿Treated,GW,manganese,0.4,TRUE,0.62,MO,2019-09-30
Republic,L,Well¿#5¿Treated,GW,manganese,0.4,TRUE,1.1,MO,2019-01-29
Republic,L,Well¿#5¿Treated,GW,manganese,0.4,TRUE,0.98,MO,2019-08-27
Springfield,L,Blackman¿Plant,SW,manganese,0.4,TRUE,0.53,MO,2019-02-04
Stockton,S,Well 3 TP,GW,manganese,0.4,TRUE,1.1,MO,2018-03-06
Stockton,S,Well 3 TP,GW,manganese,0.4,TRUE,1.3,MO,2018-09-05
Stockton,S,Well 3 TP,GW,o-toluidine,0.007,TRUE,0.0074,MO,2018-09-05
Stockton,S,Well 4 TP,GW,manganese,0.4,TRUE,1.1,MO,2018-03-06
Stockton,S,Well 4 TP,GW,manganese,0.4,TRUE,1.3,MO,2018-09-05
Webb City,L,Well¿#12¿Treated,GW,manganese,0.4,TRUE,1.6,MO,2019-02-04
Webb City,L,Well¿#12¿Treated,GW,manganese,0.4,TRUE,1.5,MO,2019-08-26
Webb City,L,Connection from MO AWC - Joplin,SW,manganese,0.4,TRUE,0.54,MO,2019-02-04
Webb City,L,Connection from MO AWC - Joplin,SW,manganese,0.4,TRUE,0.88,MO,2019-05-20
Webb City,L,Connection from MO AWC - Joplin,SW,manganese,0.4,TRUE,0.825,MO,2019-08-26
Webb City,L,Connection from MO AWC - Joplin,SW,manganese,0.4,TRUE,0.82,MO,2019-11-21
Greene Co. PWSD #1,S,EntryPoint1,GW,manganese,0.4,TRUE,0.95,MO,2020-02-11
Greene Co. PWSD #1,S,EntryPoint1,GW,manganese,0.4,TRUE,0.98,MO,2020-08-11
Greene Co. PWSD #1,S,EntryPoint2,GW,manganese,0.4,TRUE,0.76,MO,2020-02-11
Greene Co. PWSD #1,S,EntryPoint2,GW,1-butanol,2,TRUE,3.8,MO,2020-03-30
Greene Co. PWSD #1,S,EntryPoint2,GW,manganese,0.4,TRUE,0.94,MO,2020-08-11
Greene Co. PWSD #1,S,EntryPoint3,GW,manganese,0.4,TRUE,0.8,MO,2020-02-11
Greene Co. PWSD #1,S,EntryPoint3,GW,manganese,0.4,TRUE,0.99,MO,2020-08-11
Greene Co. PWSD #1,S,EntryPoint4,GW,manganese,0.4,TRUE,0.87,MO,2020-02-11
Greene Co. PWSD #1,S,EntryPoint4,GW,manganese,0.4,TRUE,0.9,MO,2020-08-11
Greene Co. PWSD #1,S,EntryPoint5,GW,manganese,0.4,TRUE,0.81,MO,2020-02-11
Greene Co. PWSD #1,S,EntryPoint5,GW,manganese,0.4,TRUE,0.82,MO,2020-08-11
McDonald Co. PWSD #1,S,Well 1 TP,GW,manganese,0.4,TRUE,1.5,MO,2019-03-12
McDonald Co. PWSD #1,S,Well 1 TP,GW,manganese,0.4,TRUE,1.6,MO,2019-09-09
McDonald Co. PWSD #1,S,Well 2 TP,GW,manganese,0.4,TRUE,1.3,MO,2019-03-12
McDonald Co. PWSD #1,S,Well 2 TP,GW,manganese,0.4,TRUE,1.5,MO,2019-09-09
McDonald Co. PWSD #1,S,Well 3 TP,GW,manganese,0.4,TRUE,0.93,MO,2019-03-12
McDonald Co. PWSD #1,S,Well 3 TP,GW,manganese,0.4,TRUE,1,MO,2019-09-09
McDonald Co. PWSD #1,S,Well 4 TP,GW,manganese,0.4,TRUE,0.49,MO,2019-03-12
McDonald Co. PWSD #1,S,Well 4 TP,GW,manganese,0.4,TRUE,0.65,MO,2019-09-09
MO American Water Co. - Tri-State,L,Well¿#4¿(Skyline Dr.) Treated,GW,manganese,0.4,TRUE,0.69,MO,2019-01-08
MO American Water Co. - Tri-State,L,Well¿#4¿(Skyline Dr.) Treated,GW,manganese,0.4,TRUE,2.3,MO,2019-07-16
Festus,L,Connection from Jefferson Co. Water Auth.,GU,manganese,0.4,TRUE,0.42,MO,2019-02-12
Festus,L,Connection from Jefferson Co. Water Auth.,GU,manganese,0.4,TRUE,0.63,MO,2019-06-05
Kirkwood,L,Connection from St. Louis Co. Water,SW,manganese,0.4,TRUE,0.46,MO,2019-03-18
Kirkwood,L,Connection from St. Louis Co. Water,SW,manganese,0.4,TRUE,1,MO,2019-06-10
Kirkwood,L,Connection from St. Louis Co. Water,SW,manganese,0.4,TRUE,0.56,MO,2019-09-30
O'Fallon,L,Well¿#6¿Treated,GW,manganese,0.4,TRUE,1.8,MO,2019-03-25
O'Fallon,L,Well¿#6¿Treated,GW,manganese,0.4,TRUE,1.8,MO,2019-09-30
O'Fallon,L,Connection from St. Charles,SW,manganese,0.4,TRUE,4.7,MO,2019-03-25
O'Fallon,L,Connection from St. Charles,SW,manganese,0.4,TRUE,3.9,MO,2019-06-11
O'Fallon,L,Connection from St. Charles,SW,manganese,0.4,TRUE,2.2,MO,2019-09-30
O'Fallon,L,Connection from St. Charles,SW,manganese,0.4,TRUE,2.3,MO,2019-12-26
