PWSName,Size,FacilityName,FacilityWaterType,Contaminant,MRL,Result,Result_value,State,Date
Murray City Water,L,Park Well,GW,manganese,0.4,TRUE,11,UT,2018-10-10
Murray City Water,L,Hyland Dairy Well,GW,manganese,0.4,TRUE,1.6,UT,2018-10-10
Murray City Water,L,Monroc Well,GW,manganese,0.4,TRUE,0.4,UT,2018-04-24
Murray City Water,L,Monroc Well,GW,manganese,0.4,TRUE,1.4,UT,2018-10-10
Murray City Water,L,Grant Park Well,GW,manganese,0.4,TRUE,0.83,UT,2018-10-10
Murray City Water,L,New Howe Well,GW,manganese,0.4,TRUE,27,UT,2018-04-24
Murray City Water,L,New Howe Well,GW,manganese,0.4,TRUE,4.2,UT,2018-10-10
Riverton City Water,L,Jordan Valley WCD Intertie,MX,manganese,0.4,TRUE,0.47,UT,2019-03-19
Riverton City Water,L,Jordan Valley WCD Intertie,MX,manganese,0.4,TRUE,0.61,UT,2019-06-17
Riverton City Water,L,Jordan Valley WCD Intertie,MX,manganese,0.4,TRUE,3.2,UT,2019-09-17
Riverton City Water,L,Jordan Valley WCD Intertie,MX,manganese,0.4,TRUE,1.1,UT,2019-12-16
Salt Lake City Water,L,Parley's WTP,SW,manganese,0.4,TRUE,0.68,UT,2020-06-10
Salt Lake City Water,L,Parley's WTP,SW,manganese,0.4,TRUE,2.6,UT,2020-09-23
Salt Lake City Water,L,Upper Boundary Spring,GW,1-butanol,2,TRUE,16,UT,2020-09-30
Salt Lake City Water,L,Upper Boundary Spring,GW,manganese,0.4,TRUE,56,UT,2020-09-30
Salt Lake City Water,L,Nila Way Well,GW,manganese,0.4,TRUE,8.9,UT,2020-03-24
Salt Lake City Water,L,Neffs Draw Well,GW,manganese,0.4,TRUE,37,UT,2020-03-24
Salt Lake City Water,L,4280 S. 2700 E. Well,GW,manganese,0.4,TRUE,10,UT,2020-03-24
Salt Lake City Water,L,4th Ave. Well,GW,manganese,0.4,TRUE,0.86,UT,2020-03-24
Salt Lake City Water,L,4th Ave. Well,GW,1-butanol,2,TRUE,19,UT,2020-09-15
Salt Lake City Water,L,4th Ave. Well,GW,manganese,0.4,TRUE,0.48,UT,2020-09-15
Salt Lake City Water,L,13th East Well,GW,germanium,0.3,TRUE,0.62,UT,2020-03-31
Salt Lake City Water,L,13th East Well,GW,manganese,0.4,TRUE,100,UT,2020-03-31
Salt Lake City Water,L,Brinton Spring Well,GW,manganese,0.4,TRUE,7.4,UT,2020-03-24
Salt Lake City Water,L,Edgewood Well,GW,germanium,0.3,TRUE,0.41,UT,2020-03-24
Salt Lake City Water,L,Edgewood Well,GW,manganese,0.4,TRUE,31,UT,2020-03-24
Salt Lake City Water,L,1800 E. 5900 S. Well,GW,manganese,0.4,TRUE,2.4,UT,2020-03-31
Salt Lake City Water,L,Dyers Inn Well,GW,manganese,0.4,TRUE,14,UT,2020-03-31
Salt Lake City Water,L,Greenfield Village Well,GW,manganese,0.4,TRUE,3,UT,2020-04-21
Salt Lake City Water,L,Greenfield Village Well,GW,manganese,0.4,TRUE,1.1,UT,2020-10-20
Salt Lake City Water,L,Ellison Well,GW,manganese,0.4,TRUE,9.6,UT,2020-03-31
Salt Lake City Water,L,Walker Lane Well,GW,germanium,0.3,TRUE,0.32,UT,2020-03-31
Salt Lake City Water,L,Walker Lane Well,GW,manganese,0.4,TRUE,19,UT,2020-03-31
Salt Lake City Water,L,Millcreek Well,GW,germanium,0.3,TRUE,0.41,UT,2020-10-13
Salt Lake City Water,L,Millcreek Well,GW,manganese,0.4,TRUE,8.4,UT,2020-10-13
Jordan Valley WCD,L,Jordan Valley WTP,SW,manganese,0.4,TRUE,0.56,UT,2019-05-22
Jordan Valley WCD,L,Jordan Valley WTP,SW,manganese,0.4,TRUE,0.75,UT,2019-08-27
Jordan Valley WCD,L,Sample Station for Well Group #1,GW,manganese,0.4,TRUE,2.6,UT,2019-11-12
Jordan Valley WCD,L,Sample Station for Well Group #3,GW,manganese,0.4,TRUE,1.6,UT,2020-02-05
Jordan Valley WCD,L,Sample Station for Well Group #4,GW,manganese,0.4,TRUE,3.3,UT,2019-11-12
Jordan Valley WCD,L,Sample Station for Well Group #6,GW,manganese,0.4,TRUE,4.1,UT,2019-07-16
Jordan Valley WCD,L,1510 W. 1460 S.,GW,manganese,0.4,TRUE,0.43,UT,2019-07-22
Jordan Valley WCD,L,Prison Well,GW,manganese,0.4,TRUE,0.97,UT,2019-07-01
Jordan Valley WCD,L,Prison Well,GW,manganese,0.4,TRUE,1.2,UT,2020-06-01
Jordan Valley WCD,L,1400 E. 6400 S. Well,GW,manganese,0.4,TRUE,0.67,UT,2019-11-12
Jordan Valley WCD,L,MWDSLS Connection,SW,manganese,0.4,TRUE,4.4,UT,2019-11-13
Jordan Valley WCD,L,CUWCD Connection,MX,manganese,0.4,TRUE,4.7,UT,2019-11-13
Jordan Valley WCD,L,CUWCD Connection,MX,manganese,0.4,TRUE,1.5,UT,2020-02-05
Sandy City Water,L,Metropolitan TP,SW,manganese,0.4,TRUE,1,UT,2020-03-24
South Salt Lake City Water,L,Salt Lake City Water Intertie,MX,manganese,0.4,TRUE,0.47,UT,2019-03-07
South Salt Lake City Water,L,Salt Lake City Water Intertie,MX,manganese,0.4,TRUE,0.67,UT,2019-06-18
South Salt Lake City Water,L,Salt Lake City Water Intertie,MX,manganese,0.4,TRUE,0.9,UT,2019-09-09
South Salt Lake City Water,L,Jordan Valley WCD Intertie,MX,manganese,0.4,TRUE,40,UT,2019-06-18
South Salt Lake City Water,L,Jordan Valley WCD Intertie,MX,manganese,0.4,TRUE,39,UT,2019-09-09
South Salt Lake City Water,L,300 E. Replacement Well,GW,manganese,0.4,TRUE,30,UT,2018-12-04
South Salt Lake City Water,L,300 E. Replacement Well,GW,manganese,0.4,TRUE,40,UT,2019-06-18
South Salt Lake City Water,L,700 E. Replacement Well,GW,germanium,0.3,TRUE,0.32,UT,2018-12-04
South Salt Lake City Water,L,700 E. Replacement Well,GW,manganese,0.4,TRUE,13,UT,2018-12-04
South Salt Lake City Water,L,700 E. Replacement Well,GW,manganese,0.4,TRUE,0.74,UT,2019-06-18
South Salt Lake City Water,L,Davis Replacement Well,GW,manganese,0.4,TRUE,25,UT,2018-12-04
South Salt Lake City Water,L,Davis Replacement Well,GW,manganese,0.4,TRUE,47,UT,2019-06-18
Draper City Water,L,Jordan Valley WCD Intertie,MX,manganese,0.4,TRUE,1,UT,2018-11-19
Draper City Water,L,Jordan Valley WCD Intertie,MX,o-toluidine,0.007,TRUE,0.014,UT,2018-11-19
Herriman City Municipal Water Department,L,Jordan Valley WCD Intertie,MX,manganese,0.4,TRUE,0.428,UT,2019-03-27
Herriman City Municipal Water Department,L,Jordan Valley WCD Intertie,MX,manganese,0.4,TRUE,0.892,UT,2019-06-19
Herriman City Municipal Water Department,L,Jordan Valley WCD Intertie,MX,manganese,0.4,TRUE,0.968,UT,2019-09-18
Herriman City Municipal Water Department,L,Jordan Valley WCD Intertie,MX,manganese,0.4,TRUE,1.272,UT,2019-12-09
Herriman City Municipal Water Department,L,Hamilton Well,GW,2-methoxyethanol,0.4,TRUE,0.6004,UT,2019-09-18
Herriman City Municipal Water Department,L,HP Well #1,GW,manganese,0.4,TRUE,0.984,UT,2019-03-27
Herriman City Municipal Water Department,L,HP Well #1,GW,manganese,0.4,TRUE,0.768,UT,2019-09-18
Park City Water,S,Treatment Plant 5,GW,manganese,0.4,TRUE,0.47,UT,2018-07-23
Park City Water,S,Treatment Plant 6,GW,manganese,0.4,TRUE,0.49,UT,2018-07-23
Park City Water,S,Connection,SW,manganese,0.4,TRUE,0.74,UT,2018-10-16
Woodland Hills Subdivision,S,Sampling Station,GW,manganese,0.4,TRUE,1.5,UT,2019-01-29
Woodland Hills Subdivision,S,Sampling Station,GW,manganese,0.4,TRUE,0.75,UT,2019-07-22
Tooele City Water,L,Kennecott Well,GW,manganese,0.4,TRUE,1.2,UT,2018-07-10
Tooele City Water,L,Kennecott Well,GW,manganese,0.4,TRUE,2,UT,2019-02-04
Tooele City Water,L,Grouped Source Sample Station,GW,manganese,0.4,TRUE,0.83,UT,2019-02-04
City of Spanish Fork,L,Canyon Road Well,GW,manganese,0.4,TRUE,5.8,UT,2020-01-22
City of Spanish Fork,L,Canyon Road Well,GW,manganese,0.4,TRUE,5.2,UT,2020-07-08
City of Spanish Fork,L,Canyon Elementary Well,GW,manganese,0.4,TRUE,12.3,UT,2020-01-22
City of Springville,L,900 S 1000 E Well,GW,manganese,0.4,TRUE,0.922,UT,2019-11-18
City of Springville,L,1000 S. 600 E. Well,GW,manganese,0.4,TRUE,23,UT,2019-05-28
City of Springville,L,1000 S. 600 E. Well,GW,manganese,0.4,TRUE,24.9,UT,2019-11-12
City of Springville,L,Evergreen Well,GW,manganese,0.4,TRUE,13.9,UT,2019-05-28
City of Springville,L,Evergreen Well,GW,manganese,0.4,TRUE,1.65,UT,2019-11-12
City of Springville,L,Canyon Road Well,GW,manganese,0.4,TRUE,0.56,UT,2019-05-21
City of American Fork,L,Hospital Well,GW,manganese,0.4,TRUE,1.498,UT,2018-10-30
City of American Fork,L,Race Track Well,GW,1-butanol,2,TRUE,101.5552,UT,2018-04-30
City of American Fork,L,Race Track Well,GW,manganese,0.4,TRUE,0.416,UT,2018-04-30
City of American Fork,L,Alpine Country Club Well,GW,manganese,0.4,TRUE,0.757,UT,2018-04-30
City of American Fork,L,Boley Well,GW,manganese,0.4,TRUE,0.801,UT,2018-04-30
City of American Fork,L,Boley Well,GW,manganese,0.4,TRUE,1.212,UT,2018-10-30
City of American Fork,L,Golf Course Well,GW,1-butanol,2,TRUE,77.808,UT,2018-04-30
City of American Fork,L,Golf Course Well,GW,manganese,0.4,TRUE,2.362,UT,2018-04-30
City of American Fork,L,Golf Course Well,GW,manganese,0.4,TRUE,0.445,UT,2018-10-30
City of American Fork,L,Grouped Source Sample Station,GW,1-butanol,2,TRUE,2.8844,UT,2018-04-30
City of Highland,L,Well #2,GW,manganese,0.4,TRUE,0.54,UT,2019-10-16
City of Highland,L,Well #3,GW,manganese,0.4,TRUE,70.2,UT,2019-10-16
City of Highland,L,Well #4,GW,germanium,0.3,TRUE,0.3,UT,2020-04-22
City of Highland,L,Well #4,GW,manganese,0.4,TRUE,82,UT,2020-04-22
City of Highland,L,Well #5,GW,manganese,0.4,TRUE,5.5,UT,2019-10-16
City of Highland,L,Well #5,GW,manganese,0.4,TRUE,2.8,UT,2020-04-22
City of Lehi,L,School House Springs,GW,manganese,0.4,TRUE,0.606,UT,2018-10-15
City of Lehi,L,School House Springs,GW,manganese,0.4,TRUE,1.33,UT,2019-04-16
City of Lehi,L,Mitchell Hollow Well,GW,manganese,0.4,TRUE,0.612,UT,2018-10-15
City of Lehi,L,CWP,MX,o-toluidine,0.007,TRUE,0.0176,UT,2018-10-15
City of Lehi,L,CWP,MX,manganese,0.4,TRUE,0.493,UT,2018-10-15
City of Lehi,L,CWP,MX,manganese,0.4,TRUE,0.489,UT,2019-01-10
City of Lehi,L,CWP,MX,manganese,0.4,TRUE,3.12,UT,2019-07-22
City of Lindon,L,Well #1 TP,GW,manganese,0.4,TRUE,0.46,UT,2020-04-28
City of Lindon,L,Well #2 TP,GW,manganese,0.4,TRUE,0.56,UT,2020-04-28
Orem City Water,L,Well #7 (1300 E. 600 N. Palisade D.),GW,manganese,0.4,TRUE,1.4,UT,2019-08-29
Orem City Water,L,Well #9 (900 E 800 S),GW,manganese,0.4,TRUE,1.4,UT,2020-02-11
Orem City Water,L,"Well #8 (300 E. 700 S, Scera Park)",GW,manganese,0.4,TRUE,1.1,UT,2020-02-11
Payson City Water,L,Grouped Source Sample Station 1,GW,manganese,0.4,TRUE,0.9,UT,2020-02-12
City of Pleasant Grove,L,Grouped Source Sample Station 4 (SS189),GW,manganese,0.4,TRUE,4.86,UT,2018-11-05
City of Pleasant Grove,L,Grouped Source Sample Station 5 (WS002),GW,manganese,0.4,TRUE,47.5,UT,2018-06-04
City of Pleasant Grove,L,Grouped Source Sample Station 5 (WS002),GW,manganese,0.4,TRUE,1.02,UT,2018-11-05
Cedar Hills Town Water,L,UTAH25008 American Fork,GW,manganese,0.4,TRUE,0.54,UT,2020-02-18
Cedar Hills Town Water,L,Harvey Well,GW,manganese,0.4,TRUE,0.4,UT,2019-08-12
City of Saratoga Springs,L,Well #1,GW,manganese,0.4,TRUE,26,UT,2019-09-25
City of Saratoga Springs,L,Well #1,GW,germanium,0.3,TRUE,0.31,UT,2020-04-23
City of Saratoga Springs,L,Well #1,GW,manganese,0.4,TRUE,150,UT,2020-04-23
City of Saratoga Springs,L,Well #2,GW,manganese,0.4,TRUE,13,UT,2019-09-25
City of Saratoga Springs,L,Well #3,GW,manganese,0.4,TRUE,29,UT,2019-09-25
City of Saratoga Springs,L,Well #3,GW,manganese,0.4,TRUE,1.4,UT,2020-04-23
City of Saratoga Springs,L,Well #4,GW,manganese,0.4,TRUE,1.1,UT,2019-09-25
City of Saratoga Springs,L,Well #4,GW,manganese,0.4,TRUE,0.76,UT,2020-04-23
City of Saratoga Springs,L,Well #6,GW,manganese,0.4,TRUE,98,UT,2019-09-25
City of Saratoga Springs,L,Well #6,GW,manganese,0.4,TRUE,22,UT,2020-04-23
City of Saratoga Springs,L,CUWCD North Intertie,SW,manganese,0.4,TRUE,0.55,UT,2019-09-25
City of Saratoga Springs,L,CUWCD North Intertie,SW,manganese,0.4,TRUE,0.98,UT,2020-01-16
City of Saratoga Springs,L,CUWCD North Intertie,SW,manganese,0.4,TRUE,0.42,UT,2020-04-23
City of Saratoga Springs,L,CUWCD North Intertie,SW,manganese,0.4,TRUE,0.65,UT,2020-07-23
City of Eagle Mountain,L,Connection to Central Utah water Conservancy Distr,SW,manganese,0.4,TRUE,0.99,UT,2018-07-18
City of Eagle Mountain,L,Connection to Central Utah water Conservancy Distr,SW,1-butanol,2,TRUE,3,UT,2018-10-17
City of Eagle Mountain,L,Connection to Central Utah water Conservancy Distr,SW,manganese,0.4,TRUE,0.54,UT,2019-04-25
Heber City Water,L,Broadhead Booster Room,GW,manganese,0.4,TRUE,0.507,UT,2019-01-07
Heber City Water,L,Broadhead Booster Room,GW,manganese,0.4,TRUE,1.13,UT,2019-07-09
City of Hurricane,L,Straton Well #1,GW,manganese,0.4,TRUE,3.2,UT,2019-07-23
City of Hurricane,L,Straton Well #1,GW,manganese,0.4,TRUE,19,UT,2020-01-30
St. George City Water,L,Washington County WCD - Quail Lake Intertie,SW,manganese,0.4,TRUE,1.1,UT,2020-03-16
St. George City Water,L,Washington County WCD - Quail Lake Intertie,SW,manganese,0.4,TRUE,0.67,UT,2020-06-09
St. George City Water,L,West City Spring (lower),GW,germanium,0.3,TRUE,1.4,UT,2020-03-09
St. George City Water,L,West City Spring (lower),GW,germanium,0.3,TRUE,1.3,UT,2020-09-01
St. George City Water,L,Tolman/Ledges - Group Source 1,GW,manganese,0.4,TRUE,1.1,UT,2020-03-09
St. George City Water,L,Tolman/Ledges - Group Source 1,GW,germanium,0.3,TRUE,1.1,UT,2020-03-09
St. George City Water,L,Tolman/Ledges - Group Source 1,GW,germanium,0.3,TRUE,0.95,UT,2020-09-01
St. George City Water,L,Tolman/Ledges - Group Source 1,GW,manganese,0.4,TRUE,0.58,UT,2020-09-01
St. George City Water,L,Gunlock - Grouped Source Sample Station 2,GW,manganese,0.4,TRUE,2.9,UT,2020-09-02
St. George City Water,L,Snow Canyon - Grouped Source Sample Station 3,GW,manganese,0.4,TRUE,2.1,UT,2020-03-10
St. George City Water,L,Snow Canyon - Grouped Source Sample Station 3,GW,manganese,0.4,TRUE,0.81,UT,2020-09-02
St. George City Water,L,Mountain Springs - Grouped Source Sample Station 5,GW,germanium,0.3,TRUE,0.68,UT,2020-03-11
Santa Clara City,S,Canyon Tank,MX,manganese,0.4,TRUE,0.73,UT,2018-03-20
Santa Clara City,S,Canyon Tank,MX,manganese,0.4,TRUE,1.6,UT,2018-06-12
Santa Clara City,S,Canyon Tank,MX,manganese,0.4,TRUE,1,UT,2018-09-04
Santa Clara City,S,Lava Cove,MX,germanium,0.3,TRUE,0.77,UT,2018-03-20
Santa Clara City,S,Lava Cove,MX,manganese,0.4,TRUE,1.4,UT,2018-03-20
Santa Clara City,S,Lava Cove,MX,manganese,0.4,TRUE,3.9,UT,2018-06-12
Santa Clara City,S,Lava Cove,MX,manganese,0.4,TRUE,1.3,UT,2018-09-04
City of Washington,L,Washington County WCD - Quail Lake Intertie,MX,manganese,0.4,TRUE,2.74,UT,2019-11-14
City of Washington,L,Washington County WCD - Quail Lake Intertie,MX,manganese,0.4,TRUE,2.76,UT,2020-02-19
City of Washington,L,Washington County WCD - Quail Lake Intertie,MX,manganese,0.4,TRUE,4.33,UT,2020-05-14
City of Washington,L,Washington County WCD - Quail Lake Intertie,MX,manganese,0.4,TRUE,1.82,UT,2020-08-13
City of Washington,L,Grouped Source Sample Station 1,GW,manganese,0.4,TRUE,0.48,UT,2020-05-14
Dammeron Valley Waterworks LLC,S,Sampling Station,GW,manganese,0.4,TRUE,1.1,UT,2019-06-18
Dammeron Valley Waterworks LLC,S,Sampling Station,GW,germanium,0.3,TRUE,0.58,UT,2019-06-18
Bona Vista Water District,L,North Ogden Spring,GW,manganese,0.4,TRUE,3.57,UT,2019-05-21
Bona Vista Water District,L,North Ogden Spring,GW,manganese,0.4,TRUE,4.29,UT,2019-11-06
Bona Vista Water District,L,Far West Well,GW,manganese,0.4,TRUE,15.5,UT,2019-05-21
Bona Vista Water District,L,Far West Well,GW,manganese,0.4,TRUE,1.54,UT,2019-11-06
Bona Vista Water District,L,Weber Basin WCD - Central Intertie 4000 S.,MX,manganese,0.4,TRUE,36.9,UT,2019-05-21
Bona Vista Water District,L,Weber Basin WCD - Central Intertie 4000 S.,MX,manganese,0.4,TRUE,0.481,UT,2019-08-13
Bona Vista Water District,L,Weber Basin WCD - Central Intertie 4000 S.,MX,manganese,0.4,TRUE,0.579,UT,2019-11-06
Bona Vista Water District,L,Weber Basin WCD - Central Intertie 4000 S.,MX,manganese,0.4,TRUE,0.448,UT,2020-02-19
Hooper Water Improvement District,L,Well #3 (1800 N. 4200 W.),GW,manganese,0.4,TRUE,99.2,UT,2019-08-26
Hooper Water Improvement District,L,Well #3 (1800 N. 4200 W.),GW,manganese,0.4,TRUE,88.5,UT,2020-02-19
Hooper Water Improvement District,L,Well #2 (4000 S.),GW,manganese,0.4,TRUE,114,UT,2019-08-26
Hooper Water Improvement District,L,Well #2 (4000 S.),GW,manganese,0.4,TRUE,138,UT,2020-02-19
Ogden City Water,L,Weber Basin WCD - Central Intertie,MX,manganese,0.4,TRUE,0.961,UT,2018-06-20
Ogden City Water,L,Weber Basin WCD - Central Intertie,MX,o-toluidine,0.007,TRUE,0.009,UT,2019-03-14
Ogden City Water,L,Weber Basin WCD - Central Intertie,MX,manganese,0.4,TRUE,1.09,UT,2019-03-14
Ogden City Water,L,Grouped Source Sample Station 3,SW,manganese,0.4,TRUE,10.8,UT,2018-06-20
Roy City Water,L,Weber Basin WCD - Central Intertie,MX,manganese,0.4,TRUE,1.3,UT,2020-03-09
Roy City Water,L,Weber Basin WCD - Central Intertie,MX,manganese,0.4,TRUE,0.9,UT,2020-06-02
Roy City Water,L,Weber Basin WCD - Central Intertie,MX,manganese,0.4,TRUE,83.3,UT,2020-09-08
Roy City Water,L,4000s Well,GW,manganese,0.4,TRUE,3.7,UT,2020-03-09
Roy City Water,L,4800s Well,GW,manganese,0.4,TRUE,11.8,UT,2020-03-09
Roy City Water,L,4800s Well,GW,manganese,0.4,TRUE,6.9,UT,2020-09-08
Roy City Water,L,5175s Well,GW,manganese,0.4,TRUE,3.8,UT,2020-03-09
Roy City Water,L,Hill Field Well,GW,manganese,0.4,TRUE,3.1,UT,2020-03-09
Roy City Water,L,Hill Field Well,GW,manganese,0.4,TRUE,1.4,UT,2020-09-08
South Ogden City Water,L,Weber Basin WCD - Central Intertie,SW,manganese,0.4,TRUE,2.2,UT,2018-03-20
South Ogden City Water,L,Weber Basin WCD - Central Intertie,SW,manganese,0.4,TRUE,1.3,UT,2018-06-05
South Ogden City Water,L,Weber Basin WCD - Central Intertie,SW,manganese,0.4,TRUE,5.1,UT,2018-09-04
South Ogden City Water,L,Weber Basin WCD - Central Intertie,SW,o-toluidine,0.007,TRUE,0.02,UT,2018-09-04
South Ogden City Water,L,Weber Basin WCD - Central Intertie,SW,manganese,0.4,TRUE,0.55,UT,2018-12-13
Buchanan Co. PSA,L,Flannagan Intertie,MX,manganese,0.4,TRUE,2.83,VA,2018-03-15
Buchanan Co. PSA,L,Flannagan Intertie,MX,manganese,0.4,TRUE,0.511,VA,2018-06-13
Buchanan Co. PSA,L,Flannagan Intertie,MX,manganese,0.4,TRUE,1.24,VA,2018-09-12
Buchanan Co. PSA,L,Flannagan Intertie,MX,manganese,0.4,TRUE,1.72,VA,2018-12-11
Town of Blacksburg,L,Blacksburg-Christiansburg-VPI Intertie,SW,manganese,0.4,TRUE,15,VA,2019-11-05
Town of Christiansburg,L,Blacksburg-Christiansburg-VPI Intertie,SW,manganese,0.4,TRUE,0.49,VA,2018-10-15
Washington County Service Authority,L,Chihowie Intertie,GU,manganese,0.4,TRUE,0.75,VA,2018-12-12
Washington County Service Authority,L,Middle Fork Holston WTP,SW,manganese,0.4,TRUE,0.67,VA,2018-06-13
Washington County Service Authority,L,Middle Fork Holston WTP,SW,manganese,0.4,TRUE,2.1,VA,2018-09-10
Washington County Service Authority,L,Middle Fork Holston WTP,SW,manganese,0.4,TRUE,1.3,VA,2018-12-05
Washington County Service Authority,L,Middle Fork Holston WTP,SW,manganese,0.4,TRUE,0.58,VA,2019-03-05
Washington County Service Authority,L,Reservation Spring,GW,manganese,0.4,TRUE,57,VA,2018-06-11
Washington County Service Authority,L,Reservation Spring,GW,manganese,0.4,TRUE,20,VA,2018-12-05
Wise County Regional Water,L,Water Treatment Plant,SW,manganese,0.4,TRUE,0.457,VA,2018-09-10
Wise County Regional Water,L,Water Treatment Plant,SW,manganese,0.4,TRUE,7.998,VA,2018-12-11
Bristol Virginia Utility Board,L,Water TP,SW,manganese,0.4,TRUE,1.28,VA,2019-05-14
Bristol Virginia Utility Board,L,Water TP,SW,manganese,0.4,TRUE,58.5,VA,2019-09-19
Bristol Virginia Utility Board,L,Water TP,SW,manganese,0.4,TRUE,6.38,VA,2019-11-12
Bristol Virginia Utility Board,L,Water TP,SW,manganese,0.4,TRUE,2.32,VA,2020-02-10
City of Radford,L,Water TP,SW,manganese,0.4,TRUE,0.48,VA,2019-07-17
ACSA Urban Area,L,South Rivanna Intertie,SW,manganese,0.4,TRUE,0.75,VA,2019-08-15
ACSA Urban Area,L,South Rivanna Intertie,SW,manganese,0.4,TRUE,0.43,VA,2019-11-21
South River Sanitary District,L,Coles Run Reser.,SW,manganese,0.4,TRUE,19.5,VA,2018-06-19
South River Sanitary District,L,Coles Run Reser.,SW,manganese,0.4,TRUE,103,VA,2018-09-18
South River Sanitary District,L,Coles Run Reser.,SW,manganese,0.4,TRUE,13.4,VA,2018-12-11
South River Sanitary District,L,Coles Run Reser.,SW,manganese,0.4,TRUE,8.69,VA,2019-03-26
South River Sanitary District,L,Hershey Well,GW,manganese,0.4,TRUE,1.72,VA,2018-12-04
Lake Monticello,L,Water TP,SW,manganese,0.4,TRUE,7.2,VA,2019-02-11
Lake Monticello,L,Water TP,SW,manganese,0.4,TRUE,1,VA,2019-05-06
Lake Monticello,L,Water TP,SW,manganese,0.4,TRUE,2.15,VA,2019-08-13
Lake Monticello,L,Water TP,SW,manganese,0.4,TRUE,29.6,VA,2019-11-19
Frederick County Sanitation Auth.,L,James Diehl WTP,SW,manganese,0.4,TRUE,1.498,VA,2019-01-07
Frederick County Sanitation Auth.,L,James Diehl WTP,SW,manganese,0.4,TRUE,1.427,VA,2019-04-10
Frederick County Sanitation Auth.,L,James Diehl WTP,SW,manganese,0.4,TRUE,0.685,VA,2019-07-10
Frederick County Sanitation Auth.,L,James Anderson WTP,SW,manganese,0.4,TRUE,61.554,VA,2018-10-16
Frederick County Sanitation Auth.,L,James Anderson WTP,SW,manganese,0.4,TRUE,2.052,VA,2019-07-10
City of Buena Vista,S,Treatment Plant 3,GW,manganese,0.4,TRUE,1.671,VA,2018-02-20
City of Buena Vista,S,Treatment Plant 3,GW,manganese,0.4,TRUE,1.4,VA,2018-08-21
City of Buena Vista,S,Treatment Plant 4,GW,manganese,0.4,TRUE,1.984,VA,2018-02-20
City of Buena Vista,S,Treatment Plant 4,GW,manganese,0.4,TRUE,2.1,VA,2018-08-21
City of Charlottesville,L,Observatory Intertie,SW,manganese,0.4,TRUE,0.58,VA,2019-02-21
City of Charlottesville,L,Observatory Intertie,SW,manganese,0.4,TRUE,1.6,VA,2019-05-28
City of Charlottesville,L,Observatory Intertie,SW,manganese,0.4,TRUE,0.43,VA,2019-08-21
City of Harrisonburg,L,Harrisonburg WTP,SW,manganese,0.4,TRUE,0.576,VA,2019-08-14
City of Harrisonburg,L,Harrisonburg WTP,SW,manganese,0.4,TRUE,1.1,VA,2020-02-13
City of Harrisonburg,L,Harrisonburg WTP,SW,manganese,0.4,TRUE,1.1,VA,2020-05-11
Western Virginia Water Authority,L,Carvins Cove TP,SW,manganese,0.4,TRUE,2.48,VA,2018-07-17
Western Virginia Water Authority,L,Carvins Cove TP,SW,manganese,0.4,TRUE,1.6,VA,2018-10-09
Western Virginia Water Authority,L,Spring Hollow TF,SW,manganese,0.4,TRUE,0.439,VA,2019-01-14
Western Virginia Water Authority,L,Falling Creek TP,SW,manganese,0.4,TRUE,8.63,VA,2019-04-03
Western Virginia Water Authority,L,North Lakes 6 Well,GW,manganese,0.4,TRUE,4.66,VA,2018-07-24
Western Virginia Water Authority,L,North Lakes 6 Well,GW,manganese,0.4,TRUE,4.6,VA,2019-01-16
Western Virginia Water Authority,L,Starkey 2 Well,GW,manganese,0.4,TRUE,47.3,VA,2018-07-18
Western Virginia Water Authority,L,Starkey 2 Well,GW,manganese,0.4,TRUE,45.8,VA,2019-01-15
Western Virginia Water Authority,L,Longridge Well 2 (Homewood 3),GW,manganese,0.4,TRUE,11.1,VA,2018-07-10
Western Virginia Water Authority,L,Longridge Well 2 (Homewood 3),GW,manganese,0.4,TRUE,16.7,VA,2019-01-22
Western Virginia Water Authority,L,Starkey Well 1A,GW,manganese,0.4,TRUE,41.1,VA,2018-07-18
Western Virginia Water Authority,L,Starkey Well 1A,GW,manganese,0.4,TRUE,40.8,VA,2019-01-15
City of Salem,L,Plant,MX,quinoline,0.02,TRUE,0.021329999999999998,VA,2018-02-06
City of Salem,L,Plant,MX,manganese,0.4,TRUE,2.783,VA,2018-02-06
City of Salem,L,Plant,MX,manganese,0.4,TRUE,0.824,VA,2018-05-01
City of Salem,L,Plant,MX,manganese,0.4,TRUE,2.115,VA,2018-08-06
City of Salem,L,Plant,MX,manganese,0.4,TRUE,1.017,VA,2018-11-07
City of Staunton,L,Staunton WTP,SW,manganese,0.4,TRUE,0.968,VA,2018-09-04
City of Waynesboro,L,Coyner Springs,GU,manganese,0.4,TRUE,0.95,VA,2020-04-14
Town of Tangier,S,Well 1,GW,manganese,0.4,TRUE,14.785,VA,2019-04-25
Town of Tangier,S,Well 1,GW,manganese,0.4,TRUE,10,VA,2019-10-10
Town of Tangier,S,Well 2,GW,manganese,0.4,TRUE,12.923,VA,2019-04-25
Town of Tangier,S,Well 2,GW,manganese,0.4,TRUE,16,VA,2019-10-10
Town of Tangier,S,Well 3,GW,manganese,0.4,TRUE,13.555,VA,2019-04-25
Town of Tangier,S,Well 3,GW,manganese,0.4,TRUE,16,VA,2019-10-10
Town of Tangier,S,Well 4,GW,manganese,0.4,TRUE,14.582,VA,2019-04-25
